gene_symbol	ACD	ACN	ALO
DSC2	306.100	616.939	493.573
DSC3	1933.550	1550.889	1909.070
DSCAM	23.367	19.393	15.147
DSCAML1	16.744	16.414	30.600
DSCC1	54.317	58.107	145.880
DSCR10	42.383	48.904	37.610
DSCR3	117.617	133.059	164.270
DSCR4	32.211	28.262	16.860
DSCR6	15.444	16.504	15.640
DSCR8	16.722	15.936	17.040
DSCR9	41.300	35.156	35.320
DSE	224.807	239.374	124.780
DSEL	15.037	40.209	32.160
DSG1	1803.533	1898.177	2790.860
DSG2	76.206	167.006	206.520
DSG3	959.639	636.212	668.700
DSG4	10.989	16.843	73.020
DSN1	41.456	52.636	21.520
DSP	5332.833	5757.437	6022.320
DSPP	18.911	35.890	107.060
DST	511.921	295.034	551.962
DSTN	2543.726	2345.509	1374.273
DSTNP2	205.667	133.389	352.340
DSTYK	118.542	129.205	105.470
DTD1	328.706	408.601	195.000
DTHD1	9.500	9.170	8.000
DTL	59.894	83.293	19.110
DTNA	34.190	28.009	26.482
DTNB	34.283	37.290	52.370
DTNBP1	154.070	129.591	143.320
DTWD1	82.771	67.429	37.120
DTWD2	50.389	42.552	88.620
DTX1	57.356	65.026	51.560
DTX2	63.122	72.562	83.520
DTX3	57.044	56.574	105.604
DTX3L	664.167	552.614	243.440
DTX4	255.056	347.409	212.920
DTYMK	100.276	85.730	72.876
DUOX1	120.753	101.781	132.975
DUOX2	38.544	19.072	26.620
DUOXA1	166.317	156.654	144.070
DUOXA2	86.744	58.919	77.900
DUS1L	565.433	481.713	304.700
DUS2L	105.789	117.390	64.280
DUS3L	50.483	52.935	36.430
DUS4L	41.944	57.355	25.750
DUSP1	666.685	543.432	2164.213
DUSP10	73.300	137.295	116.120
DUSP11	457.622	535.595	237.460
DUSP12	299.844	324.486	125.760
DUSP13	35.711	40.072	42.100
DUSP14	290.867	648.605	405.980
DUSP15	41.778	36.737	152.600
DUSP16	109.931	120.689	184.250
DUSP18	88.228	92.891	63.820
DUSP19	12.952	11.999	18.800
DUSP2	74.656	81.725	174.620
DUSP21	16.667	15.858	14.040
DUSP22	589.272	520.476	326.950
DUSP23	332.256	462.544	519.780
DUSP26	56.622	59.857	60.900
DUSP27	12.444	12.287	14.880
DUSP28	72.578	178.508	41.340
DUSP3	341.067	216.699	205.880
DUSP4	94.641	236.375	209.240
DUSP5	142.911	237.846	110.500
DUSP5P	10.144	9.543	8.180
DUSP6	381.337	839.309	394.787
DUSP7	447.167	461.129	549.250
DUSP8	82.772	76.275	56.800
DUSP9	39.889	30.274	37.940
DUT	1146.011	1164.701	830.420
DUX1	131.278	96.675	58.340
DUX1 /// DUX3 /// DUX5	14.067	14.400	35.120
DUX2	27.767	24.110	60.120
DUX4 /// DUX4L2 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7	232.800	147.311	286.940
DUXAP10	33.300	27.113	38.350
DVL1	360.611	432.190	371.780
DVL2	135.944	153.072	167.880
DVL3	138.783	188.325	188.040
DYDC1	8.722	8.218	9.180
DYDC2	11.911	12.178	11.020
DYM	176.328	172.912	61.800
DYNC1H1	202.716	161.561	255.154
DYNC1I1	30.217	36.807	25.370
DYNC1I2	1075.111	1561.401	1599.860
DYNC1LI1	384.072	368.515	353.250
DYNC1LI2	754.939	547.713	436.310
DYNC2H1	45.685	42.852	27.273
DYNC2LI1	61.239	69.934	47.890
DYNLL1	3439.767	4005.753	3877.020
DYNLL2	81.800	205.353	244.880
DYNLRB1	620.597	506.270	592.995
DYNLRB2	17.300	35.872	21.420
DYNLT1	1591.700	1605.916	464.180
DYNLT3	765.711	1130.813	696.540
DYRK1A	254.869	299.472	250.160
DYRK1B	45.194	42.477	76.880
DYRK2	106.900	127.966	85.660
DYRK3	35.367	43.127	30.210
DYRK4	178.211	319.211	138.680
DYSF	163.578	144.449	105.580
DYSFIP1	98.989	90.231	78.920
DYX1C1	16.989	23.733	29.600
DZIP1	41.750	51.597	37.620
DZIP1L	66.756	50.115	65.960
DZIP3	62.267	51.504	36.733
E2F1	65.178	66.573	43.780
E2F2	42.767	43.529	45.487
E2F3	137.311	128.067	106.820
E2F4	233.672	208.471	301.930
E2F5	20.733	30.969	30.400
E2F6	133.278	182.782	44.920
E2F7	20.278	27.744	17.290
E2F8	16.333	54.594	22.320
E4F1	144.400	132.199	174.880
EAF1	89.989	308.488	570.320
EAF2	19.004	20.333	13.173
EAPP	380.678	584.464	262.780
EARS2	65.633	75.151	33.455
EBAG9	331.939	535.459	338.260
EBF1	206.697	361.379	98.055
EBF2	19.928	17.620	23.920
EBF3	33.372	34.368	69.985
EBF4	44.956	59.015	133.160
EBI3	39.722	34.340	69.800
EBLN2	198.956	66.505	38.900
EBNA1BP2	458.800	563.485	362.300
EBP	321.622	467.016	1213.680
EBPL	1023.700	1532.064	287.640
ECD	219.822	270.300	254.660
ECE1	180.722	164.023	176.160
ECE2	50.411	48.733	39.333
ECEL1	41.000	52.511	35.740
ECH1	609.056	686.182	567.800
ECHDC1	482.919	717.008	1106.385
ECHDC2	277.550	213.165	229.050
ECHDC3	161.644	342.526	260.860
ECHS1	1430.411	1227.617	812.500
ECM1	465.389	948.724	381.340
ECM2	129.667	237.808	91.130
ECRP /// RNASE2	21.989	18.598	18.520
ECSCR	173.144	258.036	124.670
ECSIT	164.856	151.748	212.620
ECT2	46.837	56.451	38.893
EDA	34.924	27.588	24.303
EDA2R	33.044	24.390	33.460
EDAR	62.622	62.862	63.720
EDARADD	22.733	25.258	24.080
EDC3	95.928	99.535	83.510
EDC4	246.778	172.231	157.400
EDDM3A	9.463	8.817	7.720
EDDM3B	10.078	8.486	8.360
EDEM1	282.444	432.320	410.840
EDEM2	105.422	105.079	172.080
EDEM3	170.863	140.812	158.173
EDF1	1777.867	1497.838	2136.990
EDIL3	108.344	185.279	159.787
EDN1	80.041	94.738	70.167
EDN2	83.978	42.822	119.940
EDN3	21.633	28.959	30.020
EDNRA	89.978	166.713	139.487
EDNRB	101.330	282.923	251.567
EEA1	150.733	208.944	194.733
EED	247.989	244.870	152.140
EEF1A1	9975.296	9901.901	8022.273
EEF1A1 /// EEF1A1P9	11582.511	11964.187	12769.940
EEF1A2	56.789	67.316	266.100
EEF1B2	5173.289	5991.943	6643.480
EEF1D	2169.669	1949.313	3773.640
EEF1E1	158.039	246.624	142.760
EEF1G	7762.959	8196.534	7720.493
EEF2	6944.911	6369.823	5817.080
EEF2K	673.089	508.989	838.530
EEFSEC	145.256	142.965	115.620
EEPD1	37.697	46.189	58.010
EFCAB1	17.437	18.377	14.767
EFCAB2	13.425	22.913	20.520
EFCAB3	8.989	14.239	48.460
EFCAB4A	50.533	96.701	176.000
EFCAB4B	53.407	55.533	30.673
EFCAB5	12.083	10.530	8.550
EFCAB6	15.256	15.530	33.597
EFCAB7	44.867	68.563	37.880
EFEMP1	627.800	729.906	415.713
EFEMP2	325.189	286.475	271.440
EFHA1	564.522	728.768	440.560
EFHA2	17.833	27.711	12.160
EFHB	12.456	15.465	10.180
EFHC1	152.700	80.382	34.973
EFHC2	20.161	34.263	12.320
EFHD1	102.478	160.897	134.940
EFHD2	338.139	452.167	215.740
EFNA1	547.011	541.847	415.380
EFNA2	19.417	16.569	21.300
EFNA3	148.178	139.123	87.180
EFNA4	88.733	130.608	267.080
EFNA5	111.661	170.026	222.175
EFNB1	85.900	71.220	145.640
EFNB2	521.528	593.593	491.320
EFNB3	65.278	78.759	41.180
EFR3A	734.628	860.990	480.250
EFR3B	31.052	36.269	51.440
EFS	379.878	212.267	449.930
EFTUD1	171.211	169.591	79.460
EFTUD2	379.317	265.298	143.330
EGF	14.722	18.293	13.520
EGFEM1P	10.133	9.643	7.740
EGFL6	45.500	157.945	19.260
EGFL7	144.867	128.420	80.420
EGFL8 /// PPT2	127.717	113.374	97.780
EGFLAM	92.589	141.491	58.320
EGFR	344.362	220.772	329.469
EGLN1	203.781	335.692	337.880
EGLN2	125.930	118.421	82.920
EGLN3	267.633	532.714	329.680
EGOT	24.422	19.174	17.710
EGR1	729.815	453.241	6852.453
EGR2	187.278	537.613	939.860
EGR3	229.900	671.663	910.960
EGR4	31.244	23.651	19.687
EHBP1	306.889	352.439	447.350
EHBP1L1	116.711	96.229	49.675
EHD1	289.782	184.790	200.208
EHD2	287.237	304.558	360.227
EHD3	54.970	87.950	64.153
EHD4	183.878	239.374	121.684
EHF	324.298	514.662	545.913
EHHADH	18.722	37.156	71.140
EHMT1	67.322	88.172	78.807
EHMT2	108.763	73.256	97.087
EI24	514.706	1146.464	554.800
EID1	1064.689	1209.503	992.307
EID2	224.767	292.999	129.360
EID2B	19.411	25.769	13.700
EID3	20.211	27.658	24.280
EIF1	2552.811	2441.356	2181.954
EIF1AD	154.411	222.397	454.640
EIF1AX	834.439	751.715	520.665
EIF1AY	11.106	76.231	118.200
EIF1B	468.350	609.425	254.800
EIF2A	1293.233	1436.873	525.940
EIF2AK1	327.539	352.259	172.600
EIF2AK2	175.252	155.210	122.187
EIF2AK3	136.033	201.564	56.240
EIF2AK4	84.083	112.488	78.520
EIF2B1	665.411	670.165	368.320
EIF2B2	276.689	334.383	129.180
EIF2B3	266.978	308.341	171.460
EIF2B4	357.317	408.468	250.310
EIF2B5	193.500	119.632	120.750
EIF2C1	170.189	166.482	117.620
EIF2C2	321.033	241.802	357.340
EIF2C3	164.489	91.705	45.000
EIF2C4	92.353	105.109	65.545
EIF2S1	540.781	729.772	404.680
EIF2S2	998.594	952.064	405.750
EIF2S3	909.726	870.901	1477.027
EIF3A	1054.604	880.157	1020.440
EIF3B	471.987	315.467	265.400
EIF3C	47.311	14.823	15.880
EIF3C /// EIF3CL	2089.593	2117.249	792.573
EIF3D	2188.956	1729.839	1054.320
EIF3E	3208.600	4775.247	3485.140
EIF3F	897.352	1321.407	984.780
EIF3G	1703.189	1009.731	691.240
EIF3H	2708.722	2775.909	2046.080
EIF3I	1550.656	1759.357	928.120
EIF3J	360.800	496.411	287.150
EIF3K	1844.561	1375.135	1237.265
EIF3L	2542.361	2532.885	2874.130
EIF3M	908.836	887.039	556.780
EIF4A1	2842.200	3353.609	1183.000
EIF4A2	1380.426	1148.176	961.033
EIF4A3	1627.367	1695.484	627.160
EIF4B	1148.581	1178.557	2176.700
EIF4E	117.953	152.220	335.848
EIF4E2	311.136	286.267	194.845
EIF4E3	120.794	151.134	220.640
EIF4EBP1	194.078	249.962	90.680
EIF4EBP2	284.609	308.681	388.716
EIF4ENIF1	119.300	155.381	85.590
EIF4G1	376.006	402.841	393.580
EIF4G2	1629.459	1704.449	897.153
EIF4G3	113.781	147.588	114.890
EIF4H	1839.733	1448.364	1976.020
EIF5	943.753	1057.661	516.320
EIF5A	782.725	958.861	1604.280
EIF5A2	23.493	39.284	19.180
EIF5B	338.443	488.070	357.537
EIF6	905.511	929.757	573.580
ELAC1	36.106	45.279	40.320
ELAC2	178.144	177.872	215.220
ELANE	81.956	150.387	23.980
ELAVL1	284.831	241.759	90.740
ELAVL2	15.111	21.720	15.490
ELAVL3	36.930	29.094	29.880
ELAVL4	16.470	15.113	15.880
ELF1	528.411	693.604	461.650
ELF2	160.978	168.729	141.533
ELF3	51.844	62.150	102.940
ELF4	169.344	144.148	152.540
ELF5	33.522	45.670	64.290
ELFN1	67.556	56.245	85.120
ELFN2	28.241	25.189	38.240
ELK1	114.867	131.367	45.333
ELK3	346.117	475.410	156.410
ELK4	192.409	151.677	166.800
ELL	39.096	43.502	42.633
ELL2	181.231	278.668	506.100
ELL3 /// SERINC4	216.583	249.232	144.680
ELMO1	80.767	195.225	52.460
ELMO2	136.356	124.404	87.515
ELMO3	88.422	105.907	40.760
ELMOD1	100.233	302.294	151.900
ELMOD2	67.847	78.211	52.800
ELMOD3	133.011	91.597	48.360
ELN	142.439	91.058	186.060
ELOF1	505.411	653.113	1318.600
ELOVL1	811.128	1276.232	872.630
ELOVL2	18.628	28.086	15.230
ELOVL3	172.633	830.919	1190.840
ELOVL4	314.933	957.985	817.820
ELOVL5	555.408	1134.933	690.700
ELOVL6	58.385	120.088	224.033
ELOVL7	400.100	976.724	265.220
ELP1P	20.544	17.080	14.140
ELP2	147.544	115.266	147.044
ELP2P	19.244	19.923	16.080
ELP3	177.100	181.027	161.770
ELP4	118.256	157.497	110.100
ELSPBP1	26.111	22.926	28.460
ELTD1	274.011	332.331	79.560
EMB	766.856	956.709	281.540
EMB /// EMBP1	13.089	11.214	82.740
EMCN	197.163	301.468	115.593
EMD	287.389	360.531	389.260
EME1	255.256	192.367	280.150
EME2	83.015	50.542	56.520
EMG1	440.067	520.834	109.960
EMID1	66.117	70.960	74.400
EMID2	62.061	45.309	68.550
EMILIN1	155.444	160.462	28.060
EMILIN2	121.856	125.740	88.200
EMILIN3	98.778	99.354	82.220
EML1	95.411	169.436	45.080
EML2	74.515	80.495	102.613
EML3	167.685	142.251	162.573
EML4	338.602	222.404	168.343
EML5	16.470	13.015	11.720
EML6	37.244	72.309	32.950
EMP1	1035.661	998.552	1020.865
EMP2	927.983	1461.445	1290.965
EMP3	1442.511	796.644	274.920
EMR1	31.567	30.270	22.200
EMR2	28.978	69.132	27.240
EMR3	15.500	20.139	29.540
EMX1	32.889	32.553	34.410
EMX2	88.856	161.923	92.020
EMX2OS	95.350	85.421	79.370
EN1	45.800	57.259	70.140
EN2	14.278	18.906	14.640
ENAH	202.954	320.895	162.717
ENAM	15.467	12.860	11.550
ENC1	109.956	187.847	108.570
ENDOD1	253.000	447.077	291.430
ENDOG	140.289	123.531	92.260
ENDOU	116.289	245.696	276.620
ENG	238.100	277.152	173.650
ENGASE	422.944	460.287	262.180
ENHO	57.389	59.483	67.860
ENKUR	18.256	15.799	12.620
ENO1	1914.589	1215.688	460.487
ENO2	80.167	58.898	102.240
ENO3	29.078	19.776	39.100
ENOPH1	533.711	711.981	249.780
ENOSF1	391.763	230.562	172.087
ENOX1	45.267	57.879	43.440
ENOX2	51.594	57.622	58.985
ENPEP	25.467	39.426	26.960
ENPP1	27.561	40.843	41.355
ENPP2	721.283	818.048	184.800
ENPP3	35.433	32.959	20.200
ENPP4	59.728	97.069	49.480
ENPP5	15.406	25.515	12.690
ENPP6	9.189	10.002	8.320
ENPP7	61.767	57.321	345.500
ENSA	651.747	967.450	1274.912
ENTHD1	9.022	9.051	8.700
ENTPD1	115.269	139.683	109.608
ENTPD2	51.828	66.429	152.730
ENTPD3	28.589	53.280	17.530
ENTPD4	189.526	141.692	65.507
ENTPD5	31.772	27.491	50.150
ENTPD6	113.928	100.163	260.190
ENTPD7	43.467	73.755	56.790
ENY2	317.641	285.819	473.173
EOMES	70.078	31.196	22.460
EP300	133.983	329.928	557.330
EP400	117.708	126.967	108.705
EP400NL	34.748	33.364	30.727
EPAG	13.017	11.581	20.320
EPAS1	745.615	966.713	469.380
EPB41	166.308	137.868	381.585
EPB41L1	23.142	33.544	134.015
EPB41L2	323.667	214.747	568.500
EPB41L3	78.733	153.943	39.740
EPB41L4A	54.422	65.815	55.115
EPB41L4B	78.061	105.693	83.463
EPB41L5	29.339	49.130	40.595
EPB42	27.256	26.948	20.480
EPB49	105.656	98.812	108.340
EPC1	373.264	346.317	220.390
EPC2	201.333	296.191	291.380
EPCAM	59.633	114.832	315.280
EPDR1	59.456	106.171	27.060
EPHA1	79.639	91.527	61.810
EPHA10	27.967	26.004	26.120
EPHA2	107.767	170.827	200.760
EPHA3	13.093	15.208	16.867
EPHA4	135.736	122.855	160.848
EPHA5	14.611	13.926	11.813
EPHA6	10.256	9.577	10.670
EPHA7	12.694	13.526	11.580
EPHA8	47.872	36.407	23.150
EPHB1	36.726	46.701	54.740
EPHB2	61.400	78.586	67.445
EPHB3	186.061	168.095	132.450
EPHB4	190.117	197.556	252.750
EPHB6	245.622	251.440	278.780
EPHX1	430.311	164.437	120.820
EPHX2	112.389	124.360	81.580
EPHX3	263.667	582.147	186.160
EPHX4	10.522	12.490	16.880
EPM2A	34.078	36.035	56.447
EPM2AIP1	362.744	342.283	122.427
EPN1	169.739	104.552	198.610
EPN2	148.700	152.480	156.500
EPN3	67.194	134.333	97.290
EPO	38.928	31.197	42.760
EPOR	56.533	48.095	54.847
EPPK1	617.658	491.998	422.124
EPR1	34.900	47.764	143.860
EPRS	648.619	508.741	284.360
EPS15	572.528	671.620	773.240
EPS15L1	54.489	55.796	41.316
EPS8	602.589	553.293	260.980
EPS8L1	123.307	182.958	369.848
EPS8L2	84.452	129.685	155.220
EPS8L3	29.244	22.143	22.980
EPSTI1	166.506	92.307	39.990
EPT1	145.748	136.153	129.000
EPX	27.667	20.137	20.960
EPYC	8.711	8.019	7.160
ERAL1	165.867	247.205	80.020
ERAP1	90.685	138.106	225.647
ERAP2	142.460	82.770	47.148
ERBB2	153.426	201.222	176.640
ERBB2IP	359.674	346.393	591.447
ERBB3	175.431	295.773	191.072
ERBB4	17.714	18.086	16.370
ERC1	75.381	97.815	86.857
ERC2	14.367	15.862	12.720
ERCC1	310.856	420.101	342.493
ERCC2	75.567	69.413	67.640
ERCC3	233.067	226.687	130.700
ERCC4	38.494	53.577	20.960
ERCC5	504.811	390.552	702.960
ERCC6 /// PGBD3	44.472	49.264	84.480
ERCC6L	25.422	25.560	15.560
ERCC8	32.533	55.215	22.233
EREG	27.483	78.179	40.670
ERF	92.500	83.913	65.900
ERG	28.322	48.537	37.005
ERGIC1	187.514	390.749	169.135
ERGIC2	236.061	310.281	124.785
ERGIC3	294.656	282.132	273.280
ERH	1815.278	2562.397	1409.780
ERI1	89.222	76.760	26.720
ERI2	43.563	65.716	39.267
ERI3	133.567	107.153	82.420
ERICH1	60.507	60.112	60.560
ERICH1 /// FLJ00290	55.356	52.734	52.780
ERLEC1	382.159	586.841	161.867
ERLIN1	337.728	414.541	197.860
ERLIN2	114.685	239.596	175.567
ERMAP	83.189	114.833	147.300
ERMN	19.133	12.348	14.520
ERMP1	249.417	351.413	253.460
ERN1	55.139	74.741	55.870
ERN2	147.622	98.306	192.150
ERO1L	260.537	497.948	199.107
ERO1LB	26.533	44.347	41.100
ERP27	98.389	99.556	23.100
ERP29	1168.489	855.264	1619.680
ERP44	349.848	317.626	235.353
ERRFI1	362.389	440.093	319.600
ERVFRDE1	16.489	19.189	26.020
ERVWE1	12.894	14.609	35.080
ESAM	87.722	113.084	125.780
ESCO1	111.252	156.092	163.133
ESCO2	11.986	16.003	13.025
ESD	794.747	933.288	653.620
ESF1	197.867	148.364	168.920
ESM1	10.567	11.716	9.400
ESPL1	98.028	95.510	41.820
ESPN	41.556	46.133	47.620
ESPN /// ESPNP	15.322	14.099	22.540
ESPNL	88.344	69.053	117.990
ESR1	44.879	35.769	48.710
ESR2	19.509	17.643	26.260
ESRG	13.844	18.625	12.600
ESRP1	500.944	687.110	781.810
ESRP2	232.956	336.683	271.150
ESRRA	173.044	170.066	123.390
ESRRB	23.463	22.601	35.293
ESRRG	20.778	27.862	28.310
ESX1	11.500	10.233	7.800
ESYT1	351.906	324.268	275.360
ESYT2	206.054	276.433	228.687
ESYT3	13.881	31.607	28.287
ETAA1	41.589	43.774	36.200
ETF1	911.244	1095.289	478.060
ETFA	774.467	1199.092	528.960
ETFB	534.944	431.809	539.300
ETFDH	123.733	167.478	206.340
ETHE1	408.867	634.870	160.060
ETNK1	73.498	86.294	93.723
ETNK2	36.889	34.937	68.620
ETS1	502.307	326.730	267.533
ETS2	503.996	380.959	388.187
ETV1	33.364	38.911	31.664
ETV2	21.878	23.952	33.520
ETV3	324.059	255.348	231.247
ETV4	49.378	54.221	41.740
ETV5	70.409	85.567	80.532
ETV6	168.769	181.610	173.355
ETV7	41.678	48.324	38.930
EVC	54.978	70.298	94.687
EVC2	22.606	23.566	31.290
EVI2A	208.978	262.238	94.660
EVI2B	184.711	258.839	53.960
EVI5	51.193	124.965	96.440
EVI5L	56.204	49.212	89.507
EVL	435.156	304.705	186.290
EVPL	175.811	144.752	265.840
EVPLL	48.000	46.058	43.460
EVX1	56.472	39.433	52.170
EWSR1	504.981	605.857	558.835
EWSR1 /// FLI1	54.211	48.203	44.720
EXD1	10.456	10.032	10.460
EXD2	62.737	77.429	47.933
EXD3	35.774	39.909	54.273
EXO1	35.233	30.676	23.680
EXOC1	660.078	571.648	323.200
EXOC2	116.983	110.316	90.240
EXOC3	248.411	138.557	185.370
EXOC3L	52.089	52.977	85.400
EXOC3L2	181.644	129.673	61.180
EXOC4	231.256	146.200	95.490
EXOC5	187.198	158.545	115.888
EXOC6	76.874	67.507	40.413
EXOC6B	121.406	91.373	123.070
EXOC7	169.438	128.088	112.780
EXOC8	221.956	382.625	261.620
EXOG	38.752	37.157	48.267
EXOSC1	148.085	135.381	75.873
EXOSC10	249.478	185.565	145.410
EXOSC2	80.815	94.308	65.093
EXOSC3	61.702	103.307	203.170
EXOSC4	180.607	250.630	218.320
EXOSC5	162.111	190.083	84.400
EXOSC6	131.974	201.344	185.987
EXOSC7	296.417	303.153	250.880
EXOSC8	527.656	382.569	538.420
EXOSC9	237.444	294.559	260.580
EXPH5	403.733	196.899	332.280
EXT1	207.374	179.104	135.180
EXT2	335.133	358.003	172.700
EXTL1	44.900	42.113	89.800
EXTL2	138.500	276.987	69.860
EXTL3	70.139	82.726	112.850
EYA1	19.289	17.547	15.060
EYA2	31.533	68.819	57.320
EYA3	91.333	131.326	122.445
EYA4	12.900	14.773	11.680
EYS	8.011	7.971	12.080
EZH1	110.536	93.297	115.332
EZH2	150.156	116.656	90.640
EZR	734.591	579.685	1053.384
F10	83.367	66.248	79.320
F11	17.389	16.325	31.030
F11R	541.139	497.503	979.265
F12	90.022	110.093	66.440
F13A1	1596.911	1155.089	678.940
F13B	9.256	8.974	8.820
F2	43.778	33.608	18.980
F2R	65.256	93.522	66.740
F2RL1	237.828	399.124	235.140
F2RL2	22.600	81.539	67.830
F2RL3	12.700	12.657	13.300
F3	241.856	227.010	651.260
F5	52.548	55.823	44.953
F7	40.678	56.421	72.790
F8	58.478	133.861	33.900
F8A1 /// F8A2 /// F8A3	376.889	436.964	271.400
F9	11.633	12.516	8.480
FA2H	67.589	381.593	651.260
FAAH	70.800	59.484	81.840
FAAH2	138.922	132.493	126.620
FABP1	16.633	14.346	18.070
FABP2	29.978	21.644	17.800
FABP3	33.572	80.435	40.640
FABP4	810.256	1168.955	515.440
FABP5	3069.444	6398.331	4761.300
FABP6	17.867	25.717	30.620
FABP7	188.204	1129.998	1104.960
FADD	277.589	333.723	318.740
FADS1	312.433	1162.925	2202.573
FADS2	173.928	703.510	1099.380
FADS3	144.011	136.307	218.690
FAF1	186.209	185.055	203.040
FAF2	375.711	387.046	324.000
FAH	59.222	101.664	65.660
FAHD1	151.422	380.330	233.030
FAHD2A	195.661	276.174	213.270
FAHD2A /// FAHD2B /// LOC729234	26.433	31.352	34.280
FAHD2A /// LOC285014	83.272	58.928	49.110
FAHD2A /// LOC729234	36.828	37.549	64.430
FAIM	115.989	223.213	128.880
FAIM2	42.594	40.695	53.280
FAIM3	86.528	52.540	34.080
FAM100A	49.422	46.153	39.267
FAM100B	254.961	293.513	309.010
FAM101A	50.378	45.123	55.580
FAM101B	463.811	457.269	160.700
FAM102A	146.744	115.667	209.770
FAM102B	206.722	393.462	81.160
FAM103A1	219.600	424.132	381.300
FAM104A	336.711	392.030	220.800
FAM104B	41.433	54.989	47.480
FAM105A	36.559	43.538	32.593
FAM105B	73.719	73.853	71.567
FAM106A	24.600	13.174	18.740
FAM107A	270.528	246.584	150.410
FAM107B	583.261	433.130	130.630
FAM108A1	927.322	454.434	69.160
FAM108B1	128.533	219.076	153.387
FAM108C1	117.544	418.817	114.740
FAM109A	144.200	145.979	149.900
FAM109B	113.078	117.395	72.440
FAM110A	109.722	151.658	183.600
FAM110B	56.370	72.272	41.600
FAM110C	257.767	468.401	116.320
FAM111A	176.778	144.203	169.610
FAM111B	16.111	22.531	17.120
FAM113A	92.883	75.857	73.930
FAM113B	75.611	61.181	23.740
FAM114A1	378.256	582.967	253.100
FAM114A2	134.611	167.615	142.230
FAM115A	249.604	136.688	410.384
FAM115C	30.726	33.774	32.840
FAM116A	596.922	712.966	196.580
FAM116B	37.270	39.818	70.793
FAM117A	211.744	134.067	178.860
FAM117B	47.525	75.323	109.465
FAM118A	73.656	81.405	81.000
FAM118B	53.107	62.200	103.813
FAM119A	34.404	72.788	28.207
FAM119B	72.556	160.415	67.280
FAM120A	357.441	532.823	289.973
FAM120AOS	104.493	142.145	63.712
FAM120B	141.006	156.137	107.790
FAM120C	68.550	80.145	54.700
FAM122A	76.861	116.625	66.690
FAM122B	159.393	175.394	106.773
FAM122C	18.556	17.126	13.520
FAM123A	19.378	19.684	17.720
FAM123B	24.667	27.363	37.820
FAM123C	28.637	31.601	38.000
FAM124A	37.360	43.656	35.184
FAM124B	25.656	26.696	13.840
FAM125A	109.711	124.556	61.150
FAM125B	66.836	70.147	72.135
FAM126A	149.972	180.802	105.125
FAM126B	124.989	110.999	124.275
FAM127A	1077.189	1444.544	709.580
FAM127B	149.856	212.184	246.020
FAM129A	670.461	586.643	472.350
FAM129B	517.800	519.002	145.850
FAM129C	30.074	28.086	35.867
FAM131A	91.852	115.446	138.613
FAM131B	26.244	23.702	33.620
FAM131C	40.922	44.717	43.760
FAM132A	58.756	130.625	68.120
FAM132B	28.022	29.317	20.920
FAM133A	14.750	13.702	11.270
FAM133B /// LOC728066	247.544	194.407	117.920
FAM134A	292.889	432.816	418.915
FAM134B	247.217	461.563	156.970
FAM134C	776.211	874.289	840.580
FAM135A	136.278	172.540	138.440
FAM135B	22.533	21.022	18.470
FAM136A	413.267	392.520	415.080
FAM138A /// FAM138B /// FAM138C /// FAM138E /// FAM138F	17.978	19.434	31.540
FAM13A	169.511	259.086	147.944
FAM13AOS	74.522	54.136	71.260
FAM13B	337.633	322.047	229.560
FAM13C	29.289	64.446	36.140
FAM149A	41.126	42.595	38.320
FAM149B1	42.048	43.732	46.140
FAM150B	47.878	429.607	40.320
FAM151A	21.811	19.083	25.860
FAM153A	69.844	47.442	50.300
FAM153A /// FAM153B /// LOC100507397	18.367	23.557	28.320
FAM153B	13.822	13.717	14.720
FAM154A	28.767	29.375	39.040
FAM154B	9.178	8.718	10.440
FAM155A	14.350	22.370	14.800
FAM155B	38.578	39.064	25.640
FAM156A /// FAM156B	636.433	391.427	207.900
FAM158A	134.000	167.259	214.920
FAM159A	28.728	24.511	49.540
FAM160A1	49.483	52.614	160.790
FAM160A2	226.189	165.157	105.840
FAM160B1	184.767	247.391	82.120
FAM160B2	118.022	126.407	115.927
FAM161A	17.950	23.728	15.925
FAM161B	1000.456	232.019	1063.680
FAM162A	1095.893	1434.858	671.040
FAM162B	28.822	69.559	20.020
FAM163A	24.044	21.524	16.550
FAM164A	150.578	103.501	85.707
FAM164C	27.433	44.907	31.280
FAM165B	54.100	74.479	136.547
FAM166A	31.567	25.956	410.240
FAM166B	33.478	45.834	32.740
FAM167A	94.639	164.022	388.040
FAM167B	39.389	30.681	57.680
FAM168A	78.817	110.207	71.890
FAM168B	350.372	318.679	330.730
FAM169A	22.606	24.769	17.020
FAM169B	19.167	18.500	14.280
FAM170A	32.100	31.086	102.280
FAM170B	14.900	15.279	21.220
FAM171A1	219.433	248.543	48.660
FAM171A2	35.533	35.165	38.680
FAM171B	40.607	79.685	47.307
FAM172A	181.400	242.490	109.000
FAM173A	86.789	142.259	161.980
FAM173B	75.989	102.016	37.660
FAM174A	303.289	689.174	399.540
FAM174B	50.474	68.742	113.627
FAM175A	51.578	67.823	173.150
FAM175B	193.983	277.609	81.230
FAM176A	31.700	78.558	23.100
FAM176B	102.189	122.664	87.373
FAM177A1	320.822	408.329	164.360
FAM178A	110.361	73.756	96.070
FAM178B	37.822	26.911	83.920
FAM179A	48.644	33.375	39.660
