gene_symbol	ACD	ACN	ALO
ANXA2P2	4042.778	2969.023	2217.540
ANXA2P3	36.711	27.923	23.080
ANXA3	195.978	423.351	203.980
ANXA4	1124.939	1552.040	815.750
ANXA5	1999.822	2917.045	813.860
ANXA6	683.367	415.790	127.240
ANXA7	1497.106	1798.511	856.710
ANXA8 /// ANXA8L1 /// ANXA8L2	3135.500	2615.850	2326.580
ANXA9	43.844	224.616	138.720
AOAH	94.056	130.907	129.920
AOC2	20.822	18.644	15.540
AOC3	185.167	284.910	721.540
AOX1	227.828	416.464	135.480
AP1AR	23.100	41.932	58.773
AP1B1	278.322	309.161	416.600
AP1G1	325.800	397.619	495.107
AP1G2	293.156	202.222	196.760
AP1M1	250.533	216.214	115.490
AP1M2	110.083	122.897	119.820
AP1S1	109.870	192.793	140.967
AP1S2	350.476	499.604	150.924
AP1S3	12.913	17.832	18.264
AP2A1	116.700	82.507	150.020
AP2A2	304.669	215.432	143.710
AP2B1	297.800	329.312	206.690
AP2M1	1351.922	622.499	410.880
AP2S1	1024.333	1296.219	500.073
AP3B1	213.578	149.178	98.490
AP3B2	16.628	17.503	22.100
AP3D1	427.937	543.285	352.120
AP3M1	218.156	292.964	211.550
AP3M2	139.628	79.706	37.430
AP3S1	2264.867	2403.005	1192.600
AP3S2	157.415	200.015	191.073
AP4B1	119.122	72.465	33.667
AP4E1	48.753	61.265	52.450
AP4M1	56.478	73.869	45.420
AP4S1	37.889	59.345	44.885
APAF1	51.285	48.766	62.047
APBA1	39.022	35.513	55.380
APBA2	62.356	64.651	84.700
APBA3	93.256	115.440	64.160
APBB1	86.089	58.463	38.980
APBB1IP	138.244	117.976	35.507
APBB2	57.762	57.287	73.414
APBB3	83.178	82.337	26.480
APC	65.711	71.705	48.140
APC2	52.811	52.860	111.040
APCDD1	1856.422	1694.680	2143.320
APCDD1L	47.400	48.693	33.160
APCS	21.044	22.188	19.420
APEH	165.711	217.172	97.220
APEX1	1594.289	1701.412	730.700
APEX2	186.344	151.406	138.280
APEX2 /// LOC100507005	57.167	82.454	29.660
APH1A	219.796	367.495	88.060
APH1B	84.756	112.764	79.450
API5	219.818	207.503	238.024
APIP	116.489	167.069	49.980
APITD1	60.533	125.063	59.600
APLF	14.622	14.678	26.120
APLN	62.706	59.861	54.010
APLNR	108.733	182.809	115.520
APLP1	44.589	41.798	28.680
APLP2	602.136	590.776	1458.605
APOA1	34.072	32.646	44.830
APOA1BP	590.867	537.204	293.160
APOA2	12.128	11.551	15.810
APOA4	59.211	51.033	92.720
APOA5	41.917	43.054	33.200
APOB	17.378	19.006	23.470
APOB48R	69.733	65.021	52.040
APOBEC1	18.300	17.189	13.280
APOBEC2	41.678	31.350	41.180
APOBEC3A	53.267	57.764	14.920
APOBEC3B	36.778	109.704	48.380
APOBEC3C	276.467	169.826	417.820
APOBEC3D	36.167	35.456	49.320
APOBEC3F	50.750	48.656	139.650
APOBEC3F /// APOBEC3G	38.067	44.099	45.520
APOBEC3G	132.933	100.778	72.680
APOBEC4	17.022	13.428	11.900
APOC1	323.061	967.963	2927.140
APOC2	46.485	57.553	50.053
APOC3	20.172	17.744	34.480
APOC4	58.267	38.269	111.160
APOD	2369.233	2339.634	6804.100
APOE	371.291	671.573	799.280
APOF	9.533	8.774	8.340
APOH	17.772	18.424	16.400
APOL1	216.256	154.460	158.880
APOL2	243.150	147.730	438.930
APOL3	231.433	123.058	209.180
APOL4	50.689	40.380	56.247
APOL5	34.244	33.268	33.440
APOL6	93.992	65.444	87.590
APOLD1	235.222	120.226	216.600
APOM	63.078	76.445	47.530
APOO	151.511	223.972	104.640
APOOL	106.967	210.607	301.560
APP	899.259	1508.329	1487.267
APPBP2	120.303	180.368	157.310
APPL1	219.472	317.624	224.800
APPL2	312.800	385.384	192.720
APRT	521.172	596.977	828.110
APTX	179.122	189.163	241.600
AQP1	1123.533	513.217	622.840
AQP1 /// FAM188B	45.956	52.557	57.480
AQP10	20.178	16.579	14.820
AQP11	26.867	23.573	21.900
AQP12A /// AQP12B	107.656	103.650	76.770
AQP2	44.637	41.636	30.933
AQP3	3039.859	2114.741	3051.520
AQP4	10.493	10.460	10.876
AQP5	122.011	170.772	239.500
AQP6	41.400	36.727	39.060
AQP7	83.033	88.584	93.160
AQP8	33.067	27.408	33.460
AQP9	82.867	355.877	96.140
AQPEP	24.078	35.835	18.020
AQR	136.015	125.965	70.227
AR	134.981	247.257	107.315
ARAF	124.417	84.784	72.150
ARAP1	166.267	187.685	59.353
ARAP2	162.083	127.282	153.180
ARAP3	57.922	70.329	52.470
ARC	30.800	27.036	39.760
ARCN1	872.989	621.880	331.280
AREG	20.700	74.759	124.230
AREGB	9.756	7.984	14.740
ARF1	579.537	347.667	438.973
ARF3	652.411	733.129	597.840
ARF4	1458.750	2029.012	738.780
ARF5	626.956	912.364	235.740
ARF6	911.000	900.759	1971.420
ARFGAP1	159.667	144.452	120.340
ARFGAP2	378.267	353.456	208.900
ARFGAP3	425.567	506.911	255.060
ARFGEF1	256.811	260.434	268.913
ARFGEF2	246.381	326.307	184.070
ARFIP1	264.639	310.831	265.390
ARFIP2	399.011	422.020	68.920
ARFRP1	107.017	122.223	103.040
ARG1	70.961	281.635	193.235
ARG2	51.933	102.177	443.400
ARGLU1	710.053	450.185	733.955
ARHGAP1	435.403	511.433	369.075
ARHGAP10	86.678	134.301	120.440
ARHGAP11A	12.722	15.339	19.240
ARHGAP12	149.978	172.456	124.220
ARHGAP15	350.744	156.625	50.320
ARHGAP17	375.489	530.974	206.180
ARHGAP18	236.170	299.795	125.953
ARHGAP19	126.394	119.649	71.020
ARHGAP20	31.933	37.713	36.460
ARHGAP21	230.856	244.073	165.000
ARHGAP22	22.906	25.586	27.185
ARHGAP23	135.075	135.868	203.455
ARHGAP24	46.697	77.133	41.170
ARHGAP25	135.944	117.269	108.613
ARHGAP26	38.936	49.769	43.470
ARHGAP27	77.033	58.191	137.280
ARHGAP28	24.326	53.831	47.200
ARHGAP29	170.347	207.702	84.825
ARHGAP30	211.811	97.990	116.060
ARHGAP31	85.906	76.526	96.940
ARHGAP32	79.228	281.838	124.680
ARHGAP33	61.237	45.772	44.833
ARHGAP36	11.067	10.261	9.960
ARHGAP39	29.122	32.699	69.280
ARHGAP4	86.500	83.837	103.400
ARHGAP42	14.889	25.969	35.000
ARHGAP44	27.806	33.376	28.800
ARHGAP5	89.636	127.944	118.228
ARHGAP6	29.811	67.822	24.510
ARHGAP8	29.261	21.998	27.510
ARHGAP8 /// PRR5-ARHGAP8	32.156	50.502	47.780
ARHGAP9	183.400	126.620	61.587
ARHGDIA	341.533	264.302	452.285
ARHGDIB	1301.822	770.120	517.193
ARHGDIG	34.200	35.657	59.400
ARHGEF1	179.861	91.807	89.810
ARHGEF10	191.133	104.383	52.935
ARHGEF10L	146.128	153.455	114.670
ARHGEF11	58.733	49.594	59.507
ARHGEF12	108.380	117.454	168.652
ARHGEF15	67.283	60.474	91.860
ARHGEF16	106.733	92.356	110.060
ARHGEF17	158.033	123.545	113.480
ARHGEF18	481.978	519.791	273.760
ARHGEF19	141.856	119.150	166.860
ARHGEF2	153.356	116.541	116.755
ARHGEF25	96.289	95.445	131.000
ARHGEF26	73.193	89.367	120.927
ARHGEF3	401.689	324.422	190.440
ARHGEF37	298.211	280.296	188.360
ARHGEF38	21.956	20.586	14.740
ARHGEF4	73.289	86.442	109.040
ARHGEF40	97.197	119.201	84.745
ARHGEF5	216.700	273.716	446.360
ARHGEF6	492.578	396.704	188.980
ARHGEF7	106.290	82.147	57.131
ARHGEF9	81.806	70.154	109.860
ARID1A	355.561	276.983	217.770
ARID1B	152.127	152.916	250.606
ARID2	122.275	108.209	68.870
ARID3A	44.333	85.279	46.760
ARID3B	92.711	76.495	53.360
ARID4A	82.194	89.262	94.540
ARID4B	143.767	151.067	175.960
ARID4B /// RBM34	330.767	376.718	575.120
ARID5A	158.044	112.993	70.680
ARID5B	231.276	238.330	219.164
ARIH1	281.697	339.581	428.995
ARIH2	121.273	116.456	74.497
ARL1	463.974	496.947	366.100
ARL10	53.314	58.467	32.425
ARL11	10.211	15.018	9.720
ARL13B	82.367	118.203	45.900
ARL14	9.067	10.059	10.100
ARL15	18.411	50.432	213.640
ARL16	120.022	182.990	160.040
ARL17A	61.661	49.350	62.540
ARL17A /// ARL17B	42.751	27.874	31.044
ARL17A /// ARL17B /// LOC100294341	8.833	8.732	7.960
ARL17A /// LOC100294341	21.689	15.941	17.900
ARL2	388.778	291.594	383.620
ARL2BP	216.828	245.859	152.880
ARL3	166.011	174.838	178.127
ARL4A	546.700	825.831	557.060
ARL4C	383.783	306.761	256.520
ARL4D	96.144	100.250	72.060
ARL5A	530.885	838.820	522.893
ARL5B	260.856	252.768	221.740
ARL5C	38.778	43.852	39.740
ARL6	13.522	22.548	32.560
ARL6 /// LOC100506362	26.900	48.019	24.480
ARL6IP1	1198.411	1589.372	1980.440
ARL6IP4	758.672	687.485	699.000
ARL6IP5	2453.111	2556.851	960.470
ARL6IP6	169.996	195.344	134.353
ARL8A	194.511	194.976	192.900
ARL8B	929.122	1404.366	1033.930
ARL9	33.200	43.398	55.240
ARMC1	569.306	483.938	183.380
ARMC10	341.522	569.235	539.500
ARMC2	12.078	14.955	14.500
ARMC3	17.200	16.384	13.560
ARMC4	28.606	28.407	24.520
ARMC5	111.778	107.272	198.400
ARMC6	120.678	122.484	59.160
ARMC7	85.228	87.147	71.190
ARMC8	77.348	75.950	58.563
ARMC9	22.981	20.359	20.860
ARMCX1	288.122	379.106	312.460
ARMCX2	147.489	274.924	40.380
ARMCX3	317.961	306.455	363.340
ARMCX4	25.822	29.644	20.872
ARMCX5	54.106	111.898	47.470
ARMCX6	877.833	911.723	733.100
ARNT	83.243	87.180	176.030
ARNT2	34.500	58.385	31.720
ARNTL	133.917	126.972	65.660
ARNTL2	120.353	101.723	47.595
ARPC1A	749.000	797.781	379.120
ARPC1B	1579.544	1377.399	328.140
ARPC2	3564.578	3850.789	2104.547
ARPC3	1620.489	1549.016	1723.940
ARPC4	338.678	478.996	664.967
ARPC5	1188.074	1294.273	590.553
ARPC5L	738.950	726.672	809.715
ARPM1	25.344	35.342	14.700
ARPP19	444.863	747.714	599.427
ARPP21	10.050	10.169	9.083
ARR3	44.644	37.151	48.200
ARRB1	75.044	97.223	184.493
ARRB2	174.533	144.992	83.000
ARRDC1	78.839	73.429	38.700
ARRDC2	213.378	158.355	124.660
ARRDC3	558.556	624.381	675.180
ARRDC4	627.789	890.047	249.680
ARSA	68.233	101.993	54.920
ARSB	16.283	21.355	28.830
ARSD	105.175	128.608	141.795
ARSE	19.244	20.705	26.340
ARSF	89.700	123.864	62.700
ARSG	26.067	31.002	30.340
ARSI	43.267	51.298	22.440
ARSJ	13.978	18.058	25.740
ARSK	41.752	57.500	38.213
ART1	31.063	27.726	50.673
ART3	15.478	16.728	20.200
ART4	17.600	13.157	10.680
ART5	43.067	37.407	32.700
ARTN	31.526	33.806	89.860
ARV1	158.594	189.514	175.310
ARVCF	127.215	97.736	138.280
ARX	27.389	29.326	84.510
AS3MT	36.811	73.598	45.600
ASAH1	883.953	1205.104	911.540
ASAH2B	36.378	35.268	54.510
ASAM	71.033	131.010	416.280
ASAP1	417.229	327.566	209.220
ASAP1-IT	86.044	31.831	13.900
ASAP2	288.222	442.346	190.660
ASAP3	247.961	233.335	169.050
ASB1	69.996	60.553	61.120
ASB10	54.330	56.803	50.980
ASB11	14.456	13.895	18.380
ASB12	31.478	29.770	13.860
ASB13	165.978	363.735	123.060
ASB14	21.367	16.117	27.750
ASB15	19.300	16.650	13.240
ASB16	78.367	63.067	96.520
ASB17	9.489	8.707	7.800
ASB2	36.300	37.252	29.570
ASB3	21.689	19.675	20.800
ASB3 /// GPR75 /// LOC100302652	285.233	192.619	53.080
ASB4	10.540	10.946	9.684
ASB4 /// LOC285986	19.900	16.276	14.680
ASB5	8.111	7.756	6.780
ASB6	124.272	104.007	135.900
ASB7	87.244	97.906	53.610
ASB8	170.939	288.227	362.870
ASB9	20.833	24.553	19.160
ASCC1	129.006	169.866	107.040
ASCC2	172.044	146.251	236.880
ASCC3	124.083	139.431	120.210
ASCL1	18.040	16.577	18.856
ASCL2	35.583	41.512	62.150
ASCL3	26.733	26.123	15.340
ASF1A	220.717	308.058	273.340
ASF1B	67.878	80.645	32.900
ASGR1	31.156	47.555	78.740
ASGR2	135.856	89.426	113.240
ASH1L	474.415	441.817	547.773
ASH2L	430.756	341.855	421.680
ASIP	20.767	55.779	30.920
ASL	146.744	176.471	140.840
ASMT	15.961	15.378	15.690
ASMTL	286.552	226.772	194.340
ASMTL-AS	48.951	39.506	32.300
ASNA1	259.222	285.820	115.620
ASNS	134.644	116.232	61.030
ASNSD1	467.578	531.725	148.300
ASPA	51.083	87.341	41.270
ASPDH	66.844	48.417	46.220
ASPG	36.689	34.352	32.080
ASPH	274.214	315.341	251.063
ASPHD1	42.956	37.369	44.920
ASPHD2	75.789	121.041	37.370
ASPM	34.348	51.710	30.747
ASPN	192.033	296.234	130.410
ASPRV1	1495.689	4055.189	2351.100
ASPSCR1	62.544	75.425	78.260
ASRGL1	68.133	89.969	24.260
ASS1	896.756	834.271	732.740
ASTE1	116.833	117.335	54.980
ASTN1	12.922	12.424	11.000
ASTN2	20.756	30.531	31.093
ASXL1	203.854	111.039	80.057
ASXL2	225.471	156.555	118.116
ASXL3	28.707	25.751	22.173
ASZ1	8.067	7.583	7.300
ATAD1	222.417	336.502	169.050
ATAD2	38.675	44.970	66.150
ATAD2B	73.959	52.502	72.633
ATAD3A	149.589	141.660	91.990
ATAD3A /// ATAD3B	94.289	85.154	75.840
ATAD3B	132.252	121.226	84.840
ATAD3C	40.967	40.029	68.260
ATAD5	29.411	27.764	29.000
ATAT1	58.411	37.634	29.060
ATCAY	59.844	51.733	26.560
ATE1	68.672	104.446	81.330
ATF1	163.148	213.590	281.433
ATF2	102.693	116.869	168.460
ATF3	117.837	84.010	432.567
ATF4	2686.411	2313.729	2854.240
ATF5	93.967	97.643	221.645
ATF6	251.233	270.668	128.270
ATF6B	51.700	106.646	119.393
ATF6B /// TNXB	28.822	80.752	378.940
ATF7	71.153	100.577	251.040
ATF7IP	355.358	170.047	377.736
ATF7IP2	102.467	79.435	47.880
ATG10	32.639	45.018	30.455
ATG12	229.185	200.772	109.060
ATG13	185.433	227.892	135.160
ATG14	260.578	311.382	223.460
ATG16L1	94.922	49.925	67.610
ATG16L2	206.261	99.073	94.850
ATG2A	306.300	414.305	432.900
ATG2B	128.681	112.574	102.880
ATG3	556.683	455.596	341.350
ATG4A	113.744	178.170	68.120
ATG4B	175.537	170.666	106.240
ATG4C /// CTR9	60.356	112.023	20.680
ATG4D	161.211	160.228	489.220
ATG5	203.852	247.624	117.200
ATG7	99.156	98.139	78.025
ATG9A	158.689	207.884	130.740
ATG9B	37.344	43.586	85.130
ATHL1	122.556	78.935	218.820
ATIC	648.244	556.723	233.820
ATL1	143.778	307.097	191.140
ATL2	242.952	209.768	164.887
ATL3	687.496	810.345	450.447
ATM	99.807	44.423	62.987
ATMIN	226.781	322.377	299.807
ATN1	68.117	67.588	184.220
ATOH1	29.856	23.696	26.400
ATOH7	12.128	12.037	9.500
ATOH8	49.981	48.449	57.933
ATOX1	618.278	758.792	1332.780
ATP10A	55.396	57.284	50.673
ATP10B	62.906	98.522	51.430
ATP10D	312.667	281.836	91.900
ATP11A	52.065	58.233	60.980
ATP11B	109.657	145.869	214.317
ATP11C	111.017	100.176	61.230
ATP12A	67.722	461.258	154.400
ATP13A1	301.878	238.471	110.520
ATP13A2	92.033	95.125	101.800
ATP13A3	270.483	311.549	412.030
ATP13A4	19.819	26.201	35.280
ATP13A5	19.500	18.195	12.480
ATP1A1	2279.022	1543.224	2157.760
ATP1A1OS	41.700	50.226	48.170
ATP1A2	39.611	78.318	94.190
ATP1A3	16.989	15.510	19.160
ATP1A4	14.174	13.968	15.307
ATP1B1	1032.839	1809.294	1143.870
ATP1B2	41.478	41.705	40.340
ATP1B3	1830.233	1306.988	756.460
ATP1B4	10.928	10.142	9.880
ATP2A1	21.283	18.237	18.900
ATP2A2	547.842	592.869	622.110
ATP2A3	92.233	97.008	219.372
ATP2B1	374.126	296.333	150.213
ATP2B2	21.326	22.394	18.450
ATP2B3	16.739	15.687	13.940
ATP2B4	921.570	636.596	502.553
ATP2C1	185.056	229.027	149.805
ATP2C2	57.381	77.794	67.627
ATP4A	26.111	24.754	29.800
ATP4B	29.737	29.823	41.900
ATP5A1	2372.228	2820.380	1638.430
ATP5B	2445.167	2539.154	2032.620
ATP5C1	2020.467	2041.805	1295.630
ATP5D	404.933	667.501	541.080
ATP5E	1579.600	1948.334	2163.340
ATP5F1	1560.739	1883.217	672.070
ATP5G1	770.000	788.979	833.120
ATP5G2	890.367	629.651	872.700
ATP5G3	1442.837	2078.532	2496.227
ATP5H	1395.667	1190.775	912.300
ATP5I	2283.278	1742.990	4491.920
ATP5J	1558.411	1826.042	3446.240
ATP5J2	847.739	945.484	1133.620
ATP5L	2619.806	2758.469	2610.965
ATP5O	1194.315	1390.126	1074.453
ATP5S	79.472	119.638	112.527
ATP5SL	285.833	263.388	235.560
ATP6	7549.850	6832.059	5272.800
ATP6AP1	537.744	758.312	430.000
ATP6AP1L	41.878	34.527	22.740
ATP6AP2	1083.152	1232.949	664.293
ATP6V0A1	158.628	143.693	237.400
ATP6V0A2	51.726	45.418	42.033
ATP6V0A4	39.489	83.558	151.820
ATP6V0B	802.844	1138.890	380.580
ATP6V0C	875.567	927.321	281.000
ATP6V0D1	883.789	1009.540	625.740
ATP6V0D2	24.870	32.434	13.987
ATP6V0E1	1010.202	1164.988	1666.593
ATP6V0E2	131.322	144.505	293.060
ATP6V1A	636.994	760.741	834.030
ATP6V1B1	33.783	31.129	56.440
ATP6V1B2	948.900	1068.172	404.540
ATP6V1C1	111.814	172.819	87.435
ATP6V1C2	104.594	166.447	635.300
ATP6V1D	399.807	630.808	306.987
ATP6V1E1	1244.144	1054.188	664.980
ATP6V1E2	53.778	73.097	91.900
ATP6V1F	809.656	481.236	650.240
ATP6V1G1	906.928	1379.536	535.440
ATP6V1G2	23.511	23.658	21.140
ATP6V1G2 /// BAT1	1115.783	423.941	397.030
ATP6V1G3	17.322	19.913	27.920
ATP6V1H	153.504	192.924	110.313
ATP7A	142.561	174.493	129.720
ATP7B	29.467	38.878	14.180
ATP8A1	51.022	51.394	66.313
ATP8A2	25.896	26.721	23.300
ATP8B1	521.333	248.565	522.660
ATP8B2	242.567	218.445	153.220
ATP8B3	14.981	16.379	19.973
ATP8B4	32.467	31.239	14.520
ATP8B5P	9.461	8.714	8.310
ATP9A	156.978	159.411	329.960
ATP9B	47.820	73.607	48.187
ATPAF1	156.822	215.943	136.070
ATPAF2	65.022	64.208	99.670
ATPBD4	36.011	61.175	55.320
ATPIF1	875.667	1066.030	1420.933
ATR	179.748	192.398	70.473
ATRIP	71.022	80.624	61.240
ATRN	133.256	240.666	126.900
ATRNL1	14.789	16.659	12.733
ATRX	242.244	270.509	204.815
ATXN1	164.369	149.186	137.236
ATXN10	688.294	787.415	365.270
ATXN1L	401.078	515.853	282.470
ATXN2	297.189	224.643	168.560
ATXN2L	59.072	40.791	75.300
ATXN3	52.241	55.703	71.749
ATXN3L	10.667	9.240	9.180
ATXN7	329.411	155.069	149.373
ATXN7L1	36.211	37.018	33.595
ATXN7L2	17.922	19.569	17.880
ATXN7L3	271.089	243.927	65.880
ATXN7L3B	382.422	464.640	759.850
ATXN8OS	19.667	17.372	11.380
AUH	139.544	363.511	125.440
AUP1	624.156	476.538	785.460
AURKA	45.263	75.006	62.713
AURKAIP1	503.400	495.583	639.788
AURKB	31.011	34.486	31.700
AURKC	32.389	24.336	21.940
AUTS2	344.793	283.222	126.140
AVEN	160.000	302.898	104.900
AVIL	164.614	75.368	199.695
AVL9	58.396	62.116	61.910
AVP	24.678	19.402	24.040
AVPI1	242.267	462.175	496.280
AVPR1A	21.096	31.631	60.733
AVPR1B	78.489	68.972	43.300
AVPR2	36.578	36.377	64.230
AWAT1	71.033	705.644	409.840
AXIN1	134.944	128.987	59.780
AXIN2	55.950	68.680	134.675
AXL	385.633	650.413	209.240
AZGP1	391.511	779.113	1892.250
AZGP1P1	16.556	23.018	19.380
AZI1	50.411	50.977	103.760
AZI2	62.628	88.925	114.953
AZIN1	634.800	784.178	255.230
AZU1	20.956	18.558	27.740
B2M	6705.133	6730.403	4106.440
B3GALNT1	24.948	36.802	26.387
B3GALNT2	124.014	130.815	71.450
B3GALT1	13.700	12.431	13.030
B3GALT2	9.883	10.844	11.770
B3GALT4	131.644	138.867	157.820
B3GALT5	15.711	13.458	17.380
B3GALT6	130.396	161.352	99.240
B3GALTL	41.756	57.068	24.580
B3GAT1	62.356	42.676	33.980
B3GAT2	18.056	15.931	22.090
B3GAT3	106.517	104.302	223.610
B3GNT1	115.678	136.938	175.630
B3GNT2	97.063	138.895	78.440
B3GNT3	65.022	66.244	31.780
B3GNT4	91.856	86.502	24.520
B3GNT5	132.896	194.924	195.300
B3GNT6	31.328	29.123	40.820
B3GNT7	24.519	35.092	46.440
B3GNT8	43.411	47.973	41.120
B3GNT9	62.056	87.873	187.040
B3GNTL1	58.044	52.377	74.760
B4GALNT1	30.989	31.533	24.350
B4GALNT2	20.256	21.739	47.860
B4GALNT3	60.570	56.285	64.667
B4GALNT4	19.217	23.387	66.440
B4GALT1	296.302	215.574	580.769
B4GALT2	181.444	145.488	165.420
B4GALT3	99.078	88.267	45.630
B4GALT4	116.400	85.642	178.170
B4GALT5	280.644	372.130	233.070
B4GALT6	26.152	36.827	14.780
B4GALT7	127.161	103.281	169.190
B9D1	40.930	56.693	81.047
B9D2	81.867	70.999	128.480
BAALC	22.294	30.738	16.900
BAAT	32.800	28.346	16.020
BACE1	135.503	168.947	155.265
BACE2	329.239	453.952	250.610
BACH1	152.425	185.370	83.185
BACH2	77.000	39.723	36.027
BAD	120.511	150.124	67.767
BAG1	373.741	442.752	533.120
BAG2	40.367	44.504	23.600
BAG3	829.800	1061.542	355.940
BAG4	108.152	147.720	94.880
BAG5	311.119	422.682	174.733
BAGE	11.517	10.673	10.395
BAGE2 /// BAGE3 /// BAGE5 /// MLL3	19.578	31.762	40.980
BAGE2 /// BAGE4	23.567	27.064	85.960
BAHCC1	51.609	53.238	77.960
BAHD1	118.378	122.229	230.140
BAI1	48.967	53.429	85.360
BAI2	31.422	42.527	62.780
BAI3	11.661	14.480	9.920
BAIAP2	98.472	119.244	119.130
BAIAP2L1	67.437	89.173	123.673
BAIAP2L2	44.839	37.281	44.250
BAIAP3	74.239	59.790	104.940
BAK1	141.533	237.624	320.240
BAMBI	48.589	106.053	133.180
BANF1	1183.211	486.523	554.400
BANF2	25.189	25.363	28.700
BANK1	24.189	24.853	17.060
BANP	308.333	266.161	172.867
BAP1	248.222	198.189	139.320
BARD1	150.544	127.333	69.420
BARHL1	64.678	54.427	71.980
BARX1	22.822	22.978	37.640
BARX2	45.378	129.394	181.460
BASE	24.900	17.336	17.960
BASP1	1929.811	1592.352	506.040
BAT2	237.689	230.170	130.000
BAT2L1	240.781	219.865	168.887
BAT2L2	792.857	681.914	658.469
BAT3	605.178	520.431	476.230
BAT4	162.178	238.896	120.730
BAT5	142.978	183.558	138.770
BATF	186.656	141.924	69.520
BATF2	49.033	31.679	50.200
BATF3	342.344	119.457	61.160
BAX	82.672	155.739	58.380
BAZ1A	477.117	319.661	298.950
BAZ1B	118.341	138.754	270.780
BAZ2A	107.556	82.868	156.935
BAZ2B	128.322	151.820	57.960
BBC3	134.467	94.966	62.520
BBOX1	439.433	412.453	342.100
BBS1	116.689	202.593	91.000
BBS1 /// DPP3	34.022	36.999	144.680
BBS10	42.256	87.507	51.260
BBS12	23.967	43.053	21.820
BBS2	310.167	287.319	304.100
BBS4	81.856	136.088	92.710
BBS5	15.033	15.835	16.560
BBS7	30.000	46.278	34.390
BBS9	38.749	35.886	43.276
BBX	259.562	229.832	131.446
BCAM	101.144	71.157	73.620
BCAN	43.469	36.946	48.990
BCAP29	101.262	189.030	157.483
BCAP31	1409.167	1564.341	855.880
BCAR1	82.383	61.435	63.730
BCAR3	53.267	82.732	75.620
BCAR4	15.600	15.515	10.400
BCAS1	22.374	21.742	33.267
BCAS2	567.956	607.911	361.860
BCAS3	77.256	94.824	63.420
BCAS4	53.600	50.773	45.890
BCAT1	95.872	186.291	29.075
BCAT2	138.211	251.831	293.390
BCCIP	285.685	286.273	180.633
BCDIN3D	72.389	125.024	129.900
BCHE	54.789	111.045	23.220
BCKDHA	310.311	396.369	92.720
BCKDHB	54.183	150.665	111.580
BCKDK	217.778	293.231	219.140
BCL10	139.389	257.735	88.887
BCL11A	319.998	348.527	214.236
BCL11B	426.237	356.022	195.140
BCL2	100.992	85.410	133.855
BCL2A1	36.900	228.239	63.240
BCL2L1	109.689	105.214	260.285
BCL2L10	32.833	52.042	41.070
BCL2L11	114.649	80.146	74.249
BCL2L12	55.956	61.336	69.400
BCL2L13	93.353	128.002	100.288
BCL2L14	15.957	14.255	13.060
BCL2L15	18.870	15.465	17.013
BCL2L2	302.239	295.757	213.570
BCL3	230.783	136.952	144.670
BCL6	671.507	640.499	405.133
BCL6B	65.456	72.407	73.600
BCL7A	52.378	91.457	107.100
BCL7B	155.989	198.882	105.480
BCL7C	263.678	320.059	133.820
BCL8	8.433	8.033	7.680
BCL9	37.389	42.301	31.580
BCL9L	145.294	115.616	268.780
BCLAF1	382.761	407.405	450.957
BCMO1	15.244	16.565	12.880
BCO2	29.144	26.846	21.420
BCOR	70.106	45.305	74.500
BCORL1	45.906	51.261	58.215
BCORP1	11.233	11.038	10.400
BCR	180.700	174.596	145.853
BCS1L	242.356	207.823	157.180
BDH1	79.722	92.478	142.340
BDH2	264.989	336.075	155.440
BDKRB1	33.878	32.752	36.860
BDKRB2	136.022	171.807	63.380
BDNF	24.244	30.408	30.920
BDNF-AS	8.722	8.709	8.460
BDNFOS	8.744	7.924	8.180
BDP1	164.374	117.320	229.053
BEAN1	20.178	112.939	60.360
BECN1	327.030	312.722	120.013
BEGAIN	48.678	50.748	45.860
BEND2	10.967	11.142	10.580
BEND3	70.522	78.806	37.660
BEND4	15.528	14.666	17.930
BEND5	33.500	45.373	30.400
BEND6	12.900	19.576	10.860
BEND7	23.044	30.260	22.250
BEST1	77.952	64.931	39.907
BEST2	33.922	29.585	21.060
BEST3	14.111	13.682	13.873
BEST4	17.800	20.932	38.440
BET1	215.667	373.580	156.640
BET1L	114.900	126.527	152.170
BET3L	10.100	9.401	11.400
BEX1	44.300	49.847	24.380
BEX2	158.256	290.080	393.020
BEX4	134.478	313.653	94.140
BEX5	82.444	114.186	107.840
BFAR	255.611	244.907	91.460
BFSP1	19.344	20.714	36.020
BFSP2	18.056	16.958	17.420
BGLAP /// PMF1	37.544	38.404	78.420
BGN	238.730	287.423	790.720
BHLHB9	16.389	21.027	22.240
BHLHE22	30.072	64.219	47.910
BHLHE23	15.022	14.626	20.560
BHLHE40	858.917	894.485	1277.300
BHLHE41	48.831	74.784	63.595
BHMT	26.511	25.501	10.300
BHMT2	24.794	39.755	21.420
BICC1	105.389	213.006	30.330
BICD1	40.758	35.070	35.184
BICD2	432.464	695.321	612.610
BID	155.070	250.876	71.720
BIK	57.689	118.129	50.820
BIN1	261.920	206.133	175.836
BIN2	137.011	89.200	69.540
BIN3	207.817	203.402	57.100
BIRC2	1580.456	999.338	754.800
BIRC3	255.378	99.332	99.840
BIRC5	64.489	86.895	66.700
BIRC6	425.639	433.246	268.350
BIRC7	73.433	66.014	232.840
BIVM	51.473	76.622	55.196
BLCAP	1052.022	1048.327	1131.320
BLID	13.900	13.675	12.560
